,l,vargg,var_ig,cov
467,767,9.983440759663307e-08,3.2103473225573765e-16,2.1981272774857368e-15
468,768,1.0826626537795811e-07,3.1950871002507066e-16,5.673719162490246e-16
469,769,1.0310111187557782e-07,3.2549101619285665e-16,-3.227440183815115e-15
470,770,9.834912659518237e-08,3.3507581923269494e-16,2.434661945423112e-15
471,771,9.672967713286332e-08,3.0690431256564613e-16,-1.9234867616416063e-15
472,772,9.568060498012485e-08,3.2819726877604556e-16,2.3371802236715553e-15
473,773,9.524695311002605e-08,2.9905449956587843e-16,9.224326462945858e-16
474,774,9.888422024276487e-08,3.4372503956356297e-16,3.4052132582157988e-15
475,775,1.0425043255162501e-07,3.4861645701926957e-16,2.981904155616572e-15
476,776,9.846522390039142e-08,3.080838383419521e-16,1.1608744678054546e-16
477,777,1.0521853685212771e-07,3.4021313675181906e-16,1.2362720005426701e-15
478,778,9.621972643121399e-08,3.151191405462242e-16,3.0867828639786408e-15
479,779,1.010085720886951e-07,3.192478056701151e-16,1.3372517919224898e-15
480,780,1.0103463120213335e-07,3.6147881763069505e-16,3.929820873065902e-15
481,781,1.0622836896583678e-07,3.3430081366023407e-16,-4.295832848585145e-17
482,782,1.014090251535434e-07,3.492373914191122e-16,2.4156886817604747e-15
483,783,9.17927286358348e-08,2.939006296643666e-16,-1.5035838484800495e-16
484,784,9.484281502397579e-08,2.9158028602539133e-16,-8.746461661655966e-16
485,785,8.907026421261168e-08,2.8602711726029886e-16,1.299536603247279e-15
486,786,9.558120301629442e-08,3.228869405558568e-16,2.3199884983780222e-15
487,787,9.598230471573912e-08,2.9689235297050647e-16,1.6314627449290145e-15
488,788,9.064452730633872e-08,2.7591154914259546e-16,1.9729546547438e-15
489,789,9.425494826961088e-08,3.1111195055051263e-16,1.0815143072915038e-15
490,790,9.82275485786585e-08,3.3029793927113166e-16,1.278182601181968e-15
491,791,9.443180216256933e-08,3.0068366725337444e-16,5.365971303433542e-16
492,792,9.341320050340828e-08,2.8720221904263166e-16,2.1862853367792867e-15
493,793,9.690753243257911e-08,2.9554708322750416e-16,-7.248833270250423e-16
494,794,9.308128446404003e-08,2.966100362087933e-16,3.198172893670195e-15
495,795,8.996268585624127e-08,2.8126503688467566e-16,1.3876138133351376e-15
496,796,9.433141333821159e-08,2.7937453362228945e-16,-1.4416669431965502e-15
497,797,1.0040984584514863e-07,3.1632122824014836e-16,4.431808723035744e-15
498,798,9.620419203619216e-08,2.989740797915559e-16,2.0768910209682415e-15
499,799,9.685799586172999e-08,2.9208290564587974e-16,-6.700220635071608e-16
500,800,9.50618364332271e-08,2.870591662537593e-16,1.1258092763641527e-15
501,801,9.4576602793191e-08,2.888240848236137e-16,3.7312919121481647e-16
502,802,9.26519539190764e-08,2.903394956942709e-16,-3.6927463637630534e-16
503,803,9.084394532592822e-08,2.6067886710160763e-16,-9.948767947194638e-16
504,804,9.121476347509722e-08,2.768536476050861e-16,1.340358134494008e-15
505,805,9.232917385998057e-08,2.650823205381857e-16,1.2525010444494488e-15
506,806,8.949485258194126e-08,2.738475175979547e-16,2.829093323132665e-16
507,807,9.773739245957845e-08,2.9407440988742576e-16,1.0524812814738869e-15
508,808,9.350460971042104e-08,2.693618647624697e-16,1.1525688055582934e-15
509,809,1.0074879788030005e-07,3.0691884304441626e-16,4.925617770582999e-15
510,810,1.021597191434475e-07,2.9242787265130243e-16,3.228361741812726e-17
511,811,1.0040128162657623e-07,2.8393053326189055e-16,1.7388755145040544e-15
512,812,1.0379571157329351e-07,3.2532714287028517e-16,-9.156006107940394e-17
513,813,1.0012683173218504e-07,2.87734006764489e-16,-5.756645409013713e-16
514,814,1.0030323210066158e-07,2.9096270009383146e-16,2.7760116772522295e-15
515,815,1.0172780733293921e-07,2.930780031753184e-16,8.38064285723109e-17
516,816,1.025453177171498e-07,3.044352100538684e-16,7.24818886041538e-16
517,817,9.681796121044384e-08,2.8851572457236036e-16,-1.198530407961006e-16
518,818,9.617288056663543e-08,2.883485334292887e-16,1.858521012320056e-15
519,819,9.776043346060309e-08,2.8551841419091033e-16,8.740251363056645e-16
520,820,9.635724632956804e-08,2.9742317847092535e-16,9.234442830562863e-16
521,821,9.897325480811203e-08,2.6620665096690405e-16,9.678689873009558e-17
522,822,9.673882478977344e-08,2.799559973415657e-16,1.1174376005906889e-15
523,823,9.241362091560076e-08,2.603154152507718e-16,-3.325672765761274e-16
524,824,9.136646088284178e-08,2.589137052064306e-16,2.0684713095688686e-15
525,825,9.840370748374309e-08,3.019849170548506e-16,-4.4280478145623437e-16
526,826,9.536471698008498e-08,2.775395822086016e-16,4.5531367611855795e-16
527,827,9.704722669111306e-08,2.937796207022257e-16,9.555001947317282e-17
528,828,8.927848250241394e-08,2.4841688411462612e-16,1.0043750086357537e-15
529,829,8.948809966655176e-08,2.5177309083589075e-16,-5.2244967188797045e-16
530,830,8.631551373342232e-08,2.572238945636278e-16,2.487578286323688e-15
531,831,9.297216929460808e-08,2.7431828802528236e-16,8.537128275721267e-16
532,832,9.309632271436852e-08,2.7478423085150803e-16,2.9506228636389283e-15
533,833,9.548608701585779e-08,2.595675257671454e-16,8.97427704940717e-16
534,834,9.228424482790458e-08,2.66568688618367e-16,1.3018118236916827e-15
535,835,9.285926362998177e-08,2.702445843297259e-16,1.1163065692527709e-15
536,836,8.841971729856731e-08,2.6837492686164864e-16,1.0597227095817894e-15
537,837,9.030305088036845e-08,2.5832659916222333e-16,-2.895799664311693e-16
538,838,8.450980593046846e-08,2.435904377888503e-16,4.92391889751171e-16
539,839,9.035605170939204e-08,2.687973208172379e-16,3.4929676805524587e-15
540,840,9.264265568617698e-08,2.555149191511548e-16,-7.907943647305497e-17
541,841,9.468443816685964e-08,2.725896262621148e-16,1.3307314890195784e-15
542,842,9.006217701946986e-08,2.4606409877602176e-16,1.7106199970101087e-15
543,843,8.300988070036111e-08,2.135959533319218e-16,6.772035279138119e-16
544,844,9.208049717030785e-08,2.6165724960882744e-16,1.8960733948462867e-15
545,845,8.912350623789073e-08,2.4296578597084786e-16,1.0290670995593203e-15
546,846,9.193286321079864e-08,2.6123783279485424e-16,1.416231429329861e-15
547,847,9.534318692591257e-08,2.592827415306338e-16,1.3235143055770633e-15
548,848,8.327855381747878e-08,2.220676830766187e-16,3.704394102790201e-16
549,849,8.5652403094079e-08,2.4394844709643196e-16,1.0702076754114177e-15
550,850,8.943835393723257e-08,2.3710307393296045e-16,2.586426385212009e-16
551,851,8.497455784164169e-08,2.3407056732587653e-16,7.506802217899228e-16
552,852,9.051452304492393e-08,2.3911169714072587e-16,-9.395184562257567e-16
553,853,9.018936478427077e-08,2.3851165132982745e-16,-2.89044776294687e-16
554,854,8.833778441897237e-08,2.533561514330618e-16,1.40573253635997e-15
555,855,9.044522666365292e-08,2.542282042728031e-16,1.3599715099923248e-15
556,856,8.994515274102835e-08,2.707646341037924e-16,2.8318247079702324e-15
557,857,8.952600081895e-08,2.536523300359499e-16,-8.835042595849866e-17
558,858,8.935483558734593e-08,2.6898276798882573e-16,7.206027073309203e-16
559,859,8.718316747621736e-08,2.411619632728884e-16,3.3049623904795347e-15
560,860,9.070357204651492e-08,2.5892881208922703e-16,1.6090269641870678e-15
561,861,8.988093125148093e-08,2.3457682021807837e-16,1.7291739840734203e-15
562,862,9.005356935776635e-08,2.3643565912977593e-16,3.67186275901757e-15
563,863,8.966032869128591e-08,2.358123671878525e-16,-7.071617600824469e-16
564,864,9.240256315525097e-08,2.3824700908883274e-16,8.718252961662155e-16
565,865,9.441607992472294e-08,2.667344534490928e-16,-2.924273389928928e-16
566,866,9.228328954567266e-08,2.433602866128017e-16,1.0724878025502818e-15
567,867,9.130370242924001e-08,2.4970566409112723e-16,1.8241359282690164e-15
568,868,8.756831436666356e-08,2.3551276519447975e-16,2.2262525041456784e-15
569,869,9.154725313895295e-08,2.519818451641288e-16,-7.35507501444328e-17
570,870,8.869868023172635e-08,2.432600329386233e-16,-1.5072804733023737e-16
571,871,8.842804926653405e-08,2.3490894799089216e-16,5.676094323229928e-16
572,872,9.631629704994393e-08,2.6090434731970876e-16,-7.085982907141801e-17
573,873,8.87912698862439e-08,2.2605954879127473e-16,-2.687100763480238e-16
574,874,8.308358084627811e-08,2.0676140253473996e-16,5.120301441440788e-16
575,875,8.48060745667964e-08,2.1991922736341702e-16,1.322787343274219e-15
576,876,8.034676795513958e-08,2.038281331643182e-16,8.178227545055813e-16
577,877,8.34275043258737e-08,2.1545592540589046e-16,2.6533640332228144e-16
578,878,8.379832192084391e-08,2.1673722036744414e-16,1.463789506302601e-15
579,879,8.58830481894181e-08,2.1204239260855035e-16,2.5087236417389854e-16
580,880,8.519529018491457e-08,2.1192827528433078e-16,7.413361952177313e-16
581,881,8.413075833225202e-08,2.1512167358446937e-16,6.531106931723509e-16
582,882,8.346873798479288e-08,2.1395966916650085e-16,7.553343732280409e-17
583,883,8.705298469867603e-08,2.364425363206166e-16,-1.7274286145675273e-15
584,884,8.399858356631893e-08,2.2050174187804837e-16,1.0104956679031797e-15
585,885,8.600937467492266e-08,2.1122015434028616e-16,-3.3263373118138494e-16
586,886,8.341480634101674e-08,2.0845220137455094e-16,1.7274062369397302e-15
587,887,8.608183403521671e-08,1.9945300859270603e-16,4.612326934417523e-16
588,888,8.289334476471596e-08,2.1189621143881203e-16,-3.8771299658824235e-16
589,889,8.989756229599525e-08,2.2999227143885626e-16,-9.7475055076819e-16
590,890,8.430603871719666e-08,2.0840230176773077e-16,-5.01851236917347e-16
591,891,8.971795189481003e-08,2.277830359181851e-16,1.8992517330696605e-15
592,892,8.611788592174063e-08,2.228595623386303e-16,8.9552568984977e-16
593,893,8.400888331565358e-08,2.1270560224558145e-16,1.814022129123853e-15
594,894,8.327762349903067e-08,2.0761690718082954e-16,-1.2372347147364667e-15
595,895,8.391686691225239e-08,2.22539198666605e-16,5.60207462120373e-16
596,896,7.932794333643144e-08,1.8708070109027164e-16,-7.917021579628733e-16
597,897,8.88455187518972e-08,2.1883703128803815e-16,2.1658343431930537e-15
598,898,7.973792359669896e-08,1.9329380950870072e-16,4.436652277199288e-17
599,899,8.424330921564075e-08,2.0561293505441157e-16,2.525535020609968e-15
600,900,8.359856897589657e-08,2.1318551125372874e-16,-4.916202250855458e-16
601,901,8.077881923575058e-08,2.0523747931225518e-16,1.4077484308992229e-15
602,902,8.678589442754976e-08,1.9932410188107808e-16,1.6113999436063495e-15
603,903,8.741379331990858e-08,2.0648647724628212e-16,3.129032370466105e-16
604,904,8.578465574141869e-08,2.087066136940691e-16,1.986354681841387e-16
605,905,8.334173668621157e-08,1.9742934118645662e-16,2.61362305420702e-16
606,906,8.058187855117118e-08,2.057680081506905e-16,1.2591346757691553e-15
607,907,7.972076756036974e-08,2.0271536382524408e-16,1.4771392966098798e-15
608,908,8.449634143688452e-08,2.1071644635997253e-16,1.492360811098236e-15
609,909,8.006049640899542e-08,1.9200687359058113e-16,3.129786420987882e-16
610,910,8.299323219946461e-08,2.090117238952048e-16,1.816836377809684e-15
611,911,7.942662876525857e-08,1.8923597393554083e-16,1.312868670310011e-15
612,912,7.727259146185688e-08,1.8838273045473248e-16,2.350587690113176e-16
613,913,7.806196460433101e-08,1.8346795424131152e-16,8.597974295152987e-16
614,914,8.376923053045961e-08,1.984995682260949e-16,5.39367760614235e-16
615,915,8.214270897518769e-08,1.9795197747471973e-16,1.3652694789509417e-15
616,916,8.315320733942827e-08,1.8878776299807555e-16,1.9971802150561e-15
617,917,8.425170259469468e-08,2.053602614054226e-16,2.2996388905619906e-16
618,918,8.743347146423017e-08,2.031269322416401e-16,3.6920217993418974e-16
619,919,8.065794682865172e-08,2.0369793482805858e-16,-5.200487845713503e-16
620,920,8.655659861416159e-08,2.1531815255372414e-16,-7.52991538695119e-17
621,921,7.813852901513573e-08,1.857613946545149e-16,1.9852708762355686e-15
622,922,8.2118002327194e-08,1.957921747424078e-16,-3.000704869658031e-16
623,923,7.957906974679588e-08,1.9562792865615618e-16,1.687223132871511e-15
624,924,7.766016683725652e-08,1.8857144690985502e-16,-4.707493333098039e-16
625,925,7.680626327229812e-08,1.7352023381720325e-16,6.814539984996225e-16
626,926,7.344716967264097e-08,1.7069219211272103e-16,1.1086755792678972e-15
627,927,7.144307880584232e-08,1.6762236927418626e-16,5.157652359947147e-16
628,928,7.521037534225267e-08,1.7314854700923009e-16,1.1143194631381175e-15
629,929,7.659064177727732e-08,1.7228685226404602e-16,1.157109078807288e-15
630,930,7.905345822198458e-08,1.7983781812239538e-16,4.705127592897692e-16
631,931,7.953185503453199e-08,1.796262288519493e-16,7.103918737376572e-17
632,932,7.98570027821057e-08,1.8006530919404595e-16,1.6904864174706952e-15
633,933,7.326921143702385e-08,1.7150820274887763e-16,9.823950529591323e-16
634,934,7.733083559123845e-08,1.8428370972498944e-16,7.100776216413904e-16
635,935,7.720335205602744e-08,1.7810642372903832e-16,-2.6886923786916364e-16
636,936,7.495501997972263e-08,1.6221128706457315e-16,-3.230260724786415e-17
637,937,8.343356998789538e-08,1.9298137285352053e-16,5.649392905248273e-18
638,938,7.939599851031538e-08,1.723605270624035e-16,-7.243391530157543e-17
639,939,7.675889308471473e-08,1.6892942685504078e-16,-5.104093458802112e-16
640,940,7.982525814811939e-08,1.7317350263731053e-16,-1.8317617447211445e-16
641,941,7.932386132718309e-08,1.7811372107325672e-16,3.575950736448913e-16
642,942,7.851073114061403e-08,1.8106342720129772e-16,4.55800164016562e-16
643,943,8.144072615200553e-08,1.7374859553722167e-16,4.74871258702712e-16
644,944,7.832314091048728e-08,1.6344898160663887e-16,1.5263635714030185e-15
645,945,7.702808120931728e-08,1.713908131796759e-16,2.0814333908202293e-15
646,946,7.659731764642898e-08,1.649998980058851e-16,5.118106428356183e-16
647,947,7.731441261049751e-08,1.7088499908861725e-16,6.508443122226521e-16
648,948,8.419387265700513e-08,1.785702333544622e-16,-5.555092961151414e-16
649,949,8.049113922136206e-08,1.767583824237986e-16,-1.7519552237604252e-16
650,950,7.797445503756679e-08,1.730025633849167e-16,2.09649876704789e-16
651,951,8.047702485898374e-08,1.8412669883932183e-16,6.099236803854586e-16
652,952,7.374644459895742e-08,1.6311992215923772e-16,1.5052910836444714e-15
653,953,8.069992042764199e-08,1.8646981844380897e-16,9.489754873718648e-16
654,954,7.204378212016448e-08,1.6004075031076098e-16,7.724893433164659e-16
655,955,7.957623481006201e-08,1.7067991786550601e-16,2.8591321650415783e-16
656,956,8.022489217249508e-08,1.700472725699606e-16,-1.9969664776493428e-16
657,957,7.640287510716596e-08,1.654387538628252e-16,7.634185219498255e-16
658,958,7.664764130546686e-08,1.7111063984771412e-16,7.646064810289924e-16
659,959,7.625159011939666e-08,1.5844601317721881e-16,-1.0253221094902632e-15
660,960,7.668903461188777e-08,1.676445264927917e-16,1.3617264795921686e-16
661,961,7.453609464674824e-08,1.589629010191799e-16,8.420117818915988e-16
662,962,7.585475049750514e-08,1.649276695456895e-16,2.6440451317433935e-16
663,963,7.022001841025783e-08,1.4656611882609398e-16,-7.103474510973802e-16
664,964,8.135720526379554e-08,1.833271550541698e-16,2.275762304896946e-15
665,965,7.676565272045837e-08,1.633525904895824e-16,-9.90773105076621e-16
666,966,7.353591566807855e-08,1.4763209065842693e-16,-2.544731813051034e-17
667,967,7.755884761874474e-08,1.6448450879381475e-16,-8.330263243684018e-16
668,968,7.852343236965825e-08,1.57933479467277e-16,2.580480871376554e-16
669,969,7.607852854481385e-08,1.5967321422695652e-16,6.707684678729306e-18
670,970,7.761561186841701e-08,1.5590344111989943e-16,3.5444442056967284e-16
671,971,7.866241058410833e-08,1.6711883168256846e-16,9.625342595895477e-16
672,972,7.79282163559123e-08,1.5432594054541264e-16,-7.876147572818821e-16
673,973,7.489038123312535e-08,1.436743237072851e-16,-4.2756260081508024e-16
674,974,7.17366830038489e-08,1.515053021704674e-16,-1.4431060313254232e-15
675,975,7.78604891330443e-08,1.5218985031118254e-16,-5.4709268673048e-16
676,976,7.647429596191436e-08,1.6324116322697228e-16,1.4037419265428956e-15
677,977,8.027243489185017e-08,1.585083893394497e-16,-8.937254138891051e-17
678,978,7.95064437958384e-08,1.6032096975639742e-16,2.0741974315108805e-16
679,979,7.715814294926168e-08,1.5078763568072897e-16,-3.676526039491794e-17
680,980,7.673209076571675e-08,1.596354902120789e-16,-1.2132215118230145e-15
681,981,7.631310005063429e-08,1.5078387319093645e-16,3.996565352089534e-17
682,982,7.73748324767214e-08,1.5253061705789917e-16,1.4119228148959159e-15
683,983,7.77143976150828e-08,1.635876661093453e-16,-6.530745419530708e-16
684,984,7.726926904137707e-08,1.5641272158533542e-16,6.313882878131737e-16
685,985,8.187353222264963e-08,1.6286595810002406e-16,-6.770673806214116e-16
686,986,7.508878048343758e-08,1.567444717874192e-16,-6.97292720375188e-16
687,987,7.906424981711825e-08,1.5889548828437096e-16,4.2235868194921703e-16
688,988,7.438909149546628e-08,1.5216847715924332e-16,4.638290100699544e-16
689,989,7.234964321068147e-08,1.5356888837028752e-16,-3.26691214988119e-16
690,990,7.691183503353148e-08,1.6142165945711703e-16,-3.232737628755209e-16
691,991,7.239076838025917e-08,1.4530157214784828e-16,1.2563707500750296e-15
692,992,6.537533519710901e-08,1.2508508864660933e-16,-2.671804219271506e-16
693,993,7.117956779067235e-08,1.405334423138354e-16,2.0920432502900406e-16
694,994,7.105775647939712e-08,1.5755181382828713e-16,-9.99867573186999e-16
695,995,6.986817500910812e-08,1.4481343645402408e-16,-1.0061254108261895e-15
696,996,7.034762902729068e-08,1.448206013869551e-16,-4.0690229735657596e-16
697,997,7.350233868516847e-08,1.4202228351333053e-16,8.549721766603887e-16
698,998,7.303240554813203e-08,1.4188083113941403e-16,-1.3355405879555373e-15
699,999,7.333250608428103e-08,1.5468351427450466e-16,4.686261764832501e-16
,,,,